Age,Sex,Job,Housing,Saving Accounts,Checking Account,Credit Amount,Duration,Purpose,Age Group,Risk Exposure Tiers
26,Male,2,Own,Unknown,Unknown,5248,21,Car,Young Adult,High Exposure
33,Male,2,Own,Little,Unknown,3029,15,Car,Middle-Aged,Medium Exposure
49,Female,2,Own,Little,Little,428,6,Furniture/Equipment,Middle-Aged,Low Exposure
23,Female,1,Own,Little,Little,976,18,Car,Young Adult,Low Exposure
23,Female,1,Rent,Moderate,Moderate,841,12,Business,Young Adult,Low Exposure
25,Female,2,Own,Little,Unknown,5771,30,Radio/Tv,Young Adult,High Exposure
55,Male,2,Free,Rich,Unknown,1555,12,Repairs,Senior,Medium Exposure
32,Female,2,Rent,Unknown,Little,1285,24,Car,Middle-Aged,Low Exposure
74,Male,0,Own,Little,Rich,1299,6,Car,Senior,Low Exposure
39,Male,2,Free,Unknown,Rich,1271,15,Radio/Tv,Middle-Aged,Low Exposure
31,Male,2,Own,Little,Unknown,1393,24,Car,Middle-Aged,Low Exposure
35,Male,2,Own,Little,Little,691,12,Car,Middle-Aged,Low Exposure
59,Female,2,Own,Unknown,Unknown,5045,15,Car,Senior,High Exposure
24,Female,2,Rent,Little,Little,2124,18,Furniture/Equipment,Young Adult,Medium Exposure
24,Male,1,Own,Little,Little,2214,12,Radio/Tv,Young Adult,Medium Exposure
30,Male,3,Free,Unknown,Unknown,12680,21,Car,Young Adult,High Exposure
27,Male,2,Own,Moderate,Unknown,2463,24,Car,Young Adult,Medium Exposure
40,Male,1,Own,Little,Moderate,1155,12,Radio/Tv,Middle-Aged,Low Exposure
31,Male,1,Own,Little,Little,3108,30,Furniture/Equipment,Middle-Aged,Medium Exposure
31,Female,2,Rent,Unknown,Unknown,2901,10,Car,Middle-Aged,Medium Exposure
28,Male,2,Rent,Little,Moderate,3617,12,Furniture/Equipment,Young Adult,Medium Exposure
63,Male,1,Own,Little,Unknown,1655,12,Radio/Tv,Senior,Medium Exposure
26,Female,2,Rent,Unknown,Little,2812,24,Car,Young Adult,Medium Exposure
25,Female,3,Own,Little,Little,8065,36,Education,Young Adult,High Exposure
36,Male,3,Own,Little,Unknown,3275,21,Car,Middle-Aged,Medium Exposure
52,Male,2,Own,Moderate,Unknown,2223,24,Radio/Tv,Senior,Medium Exposure
66,Male,0,Free,Quite Rich,Rich,1480,12,Car,Senior,Low Exposure
25,Female,2,Rent,Unknown,Little,1371,24,Car,Young Adult,Low Exposure
37,Male,2,Own,Little,Unknown,3535,36,Car,Middle-Aged,Medium Exposure
25,Female,2,Own,Little,Little,3509,18,Radio/Tv,Young Adult,Medium Exposure
38,Male,3,Own,Rich,Unknown,5711,36,Car,Middle-Aged,High Exposure
67,Female,2,Own,Little,Moderate,3872,18,Repairs,Senior,Medium Exposure
25,Male,2,Own,Little,Moderate,4933,39,Radio/Tv,Young Adult,High Exposure
60,Male,2,Own,Rich,Unknown,1940,24,Car,Senior,Medium Exposure
31,Male,1,Own,Little,Moderate,1410,12,Education,Middle-Aged,Low Exposure
23,Female,1,Own,Moderate,Moderate,836,12,Car,Young Adult,Low Exposure
60,Male,3,Own,Unknown,Moderate,6468,20,Car,Senior,High Exposure
35,Male,1,Own,Rich,Moderate,1941,18,Business,Middle-Aged,Medium Exposure
40,Male,2,Own,Quite Rich,Unknown,2675,22,Radio/Tv,Middle-Aged,Medium Exposure
38,Male,2,Own,Unknown,Unknown,2751,48,Car,Middle-Aged,Medium Exposure
50,Male,2,Free,Little,Moderate,6224,48,Education,Middle-Aged,High Exposure
27,Male,2,Own,Little,Little,5998,40,Education,Young Adult,High Exposure
39,Female,2,Own,Little,Moderate,1188,21,Business,Middle-Aged,Low Exposure
41,Male,3,Own,Unknown,Unknown,6313,24,Car,Middle-Aged,High Exposure
27,Male,2,Own,Unknown,Unknown,1221,6,Furniture/Equipment,Young Adult,Low Exposure
51,Male,2,Free,Little,Rich,2892,24,Furniture/Equipment,Senior,Medium Exposure
32,Male,2,Rent,Quite Rich,Unknown,3062,24,Furniture/Equipment,Middle-Aged,Medium Exposure
22,Female,2,Rent,Moderate,Unknown,2301,9,Furniture/Equipment,Young Adult,Medium Exposure
51,Male,2,Free,Unknown,Little,7511,18,Car,Senior,High Exposure
22,Female,1,Rent,Little,Unknown,1258,12,Furniture/Equipment,Young Adult,Low Exposure
54,Male,2,Own,Unknown,Unknown,717,24,Car,Senior,Low Exposure
35,Male,0,Own,Unknown,Moderate,1549,9,Car,Middle-Aged,Medium Exposure
54,Male,2,Free,Little,Unknown,1597,24,Education,Senior,Medium Exposure
48,Female,1,Rent,Little,Moderate,1795,18,Radio/Tv,Middle-Aged,Medium Exposure
24,Female,2,Own,Little,Little,4272,20,Furniture/Equipment,Young Adult,High Exposure
35,Male,2,Own,Unknown,Unknown,976,12,Radio/Tv,Middle-Aged,Low Exposure
24,Female,0,Rent,Unknown,Moderate,7472,12,Car,Young Adult,High Exposure
24,Male,2,Own,Little,Little,9271,36,Car,Young Adult,High Exposure
26,Male,1,Own,Little,Moderate,590,6,Radio/Tv,Young Adult,Low Exposure
65,Male,2,Own,Unknown,Unknown,930,12,Radio/Tv,Senior,Low Exposure
55,Male,3,Free,Little,Moderate,9283,42,Car,Senior,High Exposure
26,Female,0,Rent,Little,Moderate,1778,15,Car,Young Adult,Medium Exposure
26,Male,2,Own,Little,Moderate,907,8,Business,Young Adult,Low Exposure
28,Male,1,Own,Little,Moderate,484,6,Radio/Tv,Young Adult,Low Exposure
24,Male,2,Own,Little,Little,9629,36,Car,Young Adult,High Exposure
54,Male,2,Own,Little,Little,3051,48,Domestic Appliances,Senior,Medium Exposure
46,Male,2,Free,Little,Little,3931,48,Car,Middle-Aged,Medium Exposure
54,Female,2,Rent,Little,Moderate,7432,36,Car,Senior,High Exposure
62,Male,2,Own,Quite Rich,Unknown,1338,6,Domestic Appliances,Senior,Low Exposure
24,Female,2,Rent,Little,Unknown,1554,6,Radio/Tv,Young Adult,Medium Exposure
43,Male,3,Own,Little,Little,15857,36,Vacation/Others,Middle-Aged,High Exposure
26,Male,2,Own,Little,Little,1345,18,Radio/Tv,Young Adult,Low Exposure
27,Male,2,Own,Little,Unknown,1101,12,Car,Young Adult,Low Exposure
24,Male,2,Own,Little,Rich,3016,12,Radio/Tv,Young Adult,Medium Exposure
41,Male,2,Own,Little,Little,2712,36,Furniture/Equipment,Middle-Aged,Medium Exposure
47,Male,1,Own,Little,Little,731,8,Car,Middle-Aged,Low Exposure
35,Male,3,Own,Little,Unknown,3780,18,Furniture/Equipment,Middle-Aged,Medium Exposure
30,Male,2,Own,Little,Little,1602,21,Car,Young Adult,Medium Exposure
33,Female,2,Rent,Little,Little,3966,18,Car,Middle-Aged,Medium Exposure
36,Male,2,Own,Little,Unknown,4165,18,Business,Middle-Aged,High Exposure
47,Male,2,Free,Unknown,Little,8335,36,Car,Middle-Aged,High Exposure
38,Male,2,Free,Unknown,Moderate,6681,48,Business,Middle-Aged,High Exposure
44,Male,2,Own,Quite Rich,Unknown,2375,24,Business,Middle-Aged,Medium Exposure
23,Female,2,Rent,Little,Little,1216,18,Car,Young Adult,Low Exposure
29,Male,2,Rent,Little,Little,11816,45,Business,Young Adult,High Exposure
42,Female,2,Own,Unknown,Moderate,5084,24,Radio/Tv,Middle-Aged,High Exposure
25,Female,1,Own,Little,Rich,2327,15,Radio/Tv,Young Adult,Medium Exposure
48,Male,2,Own,Little,Little,1082,12,Car,Middle-Aged,Low Exposure
21,Female,2,Own,Unknown,Unknown,886,12,Radio/Tv,Young Adult,Low Exposure
23,Female,1,Rent,Little,Unknown,601,4,Furniture/Equipment,Young Adult,Low Exposure
63,Male,2,Own,Little,Little,2957,24,Car,Senior,Medium Exposure
46,Male,2,Own,Little,Unknown,2611,24,Radio/Tv,Middle-Aged,Medium Exposure
29,Male,2,Own,Little,Little,5179,36,Furniture/Equipment,Young Adult,High Exposure
28,Male,1,Own,Little,Unknown,2993,21,Car,Young Adult,Medium Exposure
23,Female,2,Own,Little,Unknown,1943,18,Repairs,Young Adult,Medium Exposure
50,Male,2,Own,Little,Unknown,1559,24,Business,Middle-Aged,Medium Exposure
47,Male,2,Own,Little,Unknown,3422,18,Furniture/Equipment,Middle-Aged,Medium Exposure
35,Male,2,Own,Unknown,Moderate,3976,21,Furniture/Equipment,Middle-Aged,Medium Exposure
68,Male,2,Rent,Unknown,Unknown,6761,18,Car,Senior,High Exposure
28,Male,2,Own,Little,Unknown,1249,24,Car,Young Adult,Low Exposure
59,Male,2,Own,Little,Little,1364,9,Radio/Tv,Senior,Low Exposure
57,Male,1,Own,Little,Little,709,12,Radio/Tv,Senior,Low Exposure
33,Male,2,Rent,Little,Little,2235,20,Car,Middle-Aged,Medium Exposure
43,Male,2,Own,Unknown,Unknown,4042,24,Car,Middle-Aged,High Exposure
35,Male,2,Free,Little,Unknown,1471,15,Radio/Tv,Middle-Aged,Low Exposure
32,Male,1,Free,Little,Little,1442,18,Car,Middle-Aged,Low Exposure
45,Male,2,Own,Little,Unknown,10875,36,Car,Middle-Aged,High Exposure
33,Male,2,Own,Moderate,Unknown,1474,24,Car,Middle-Aged,Low Exposure
40,Female,2,Own,Unknown,Unknown,894,10,Education,Middle-Aged,Low Exposure
28,Male,2,Free,Little,Unknown,3343,15,Furniture/Equipment,Young Adult,Medium Exposure
29,Female,2,Own,Little,Little,3959,15,Car,Young Adult,Medium Exposure
26,Male,2,Rent,Moderate,Unknown,3577,9,Car,Young Adult,Medium Exposure
27,Male,2,Own,Rich,Unknown,5804,24,Car,Young Adult,High Exposure
28,Male,2,Own,Little,Unknown,2169,18,Business,Young Adult,Medium Exposure
35,Female,2,Own,Little,Little,2439,24,Radio/Tv,Middle-Aged,Medium Exposure
32,Male,1,Own,Rich,Unknown,4526,27,Furniture/Equipment,Middle-Aged,High Exposure
25,Male,1,Rent,Little,Unknown,2210,10,Furniture/Equipment,Young Adult,Medium Exposure
20,Female,2,Rent,Quite Rich,Unknown,2221,15,Furniture/Equipment,Young Adult,Medium Exposure
27,Female,2,Own,Little,Little,2389,18,Radio/Tv,Young Adult,Medium Exposure
42,Male,2,Own,Little,Unknown,3331,12,Furniture/Equipment,Middle-Aged,Medium Exposure
37,Male,2,Own,Unknown,Unknown,7409,36,Business,Middle-Aged,High Exposure
24,Female,2,Rent,Little,Little,652,12,Furniture/Equipment,Young Adult,Low Exposure
40,Female,2,Own,Quite Rich,Unknown,7678,36,Furniture/Equipment,Middle-Aged,High Exposure
46,Male,2,Own,Little,Rich,1343,6,Car,Middle-Aged,Low Exposure
26,Male,2,Own,Moderate,Little,1382,24,Business,Young Adult,Low Exposure
24,Female,2,Own,Unknown,Unknown,874,15,Domestic Appliances,Young Adult,Low Exposure
29,Male,1,Own,Little,Little,3590,12,Furniture/Equipment,Young Adult,Medium Exposure
40,Female,2,Own,Rich,Moderate,1322,11,Car,Middle-Aged,Low Exposure
36,Male,3,Free,Little,Little,1940,18,Radio/Tv,Middle-Aged,Medium Exposure
28,Male,2,Own,Little,Unknown,3595,36,Radio/Tv,Young Adult,Medium Exposure
27,Male,3,Free,Little,Little,1422,9,Car,Young Adult,Low Exposure
36,Male,2,Own,Unknown,Unknown,6742,30,Radio/Tv,Middle-Aged,High Exposure
38,Male,3,Own,Little,Unknown,7814,24,Car,Middle-Aged,High Exposure
48,Male,2,Free,Unknown,Unknown,9277,24,Car,Middle-Aged,High Exposure
36,Male,2,Own,Unknown,Moderate,2181,30,Car,Middle-Aged,Medium Exposure
65,Female,0,Own,Little,Unknown,1098,18,Radio/Tv,Senior,Low Exposure
43,Male,2,Own,Little,Moderate,4057,24,Furniture/Equipment,Middle-Aged,High Exposure
53,Female,2,Own,Little,Little,795,12,Education,Senior,Low Exposure
34,Male,2,Own,Unknown,Moderate,2825,24,Business,Middle-Aged,Medium Exposure
23,Male,2,Own,Little,Moderate,15672,48,Business,Young Adult,High Exposure
34,Male,3,Own,Little,Unknown,6614,36,Car,Middle-Aged,High Exposure
40,Male,2,Rent,Unknown,Unknown,7824,28,Car,Middle-Aged,High Exposure
43,Male,3,Own,Little,Little,2442,27,Business,Middle-Aged,Medium Exposure
46,Male,2,Own,Little,Unknown,1829,15,Radio/Tv,Middle-Aged,Medium Exposure
38,Male,1,Own,Little,Little,2171,12,Car,Middle-Aged,Medium Exposure
34,Male,2,Own,Little,Moderate,5800,36,Car,Middle-Aged,High Exposure
29,Male,2,Own,Unknown,Unknown,1169,18,Radio/Tv,Young Adult,Low Exposure
31,Male,3,Own,Unknown,Unknown,8947,36,Car,Middle-Aged,High Exposure
28,Female,3,Rent,Little,Little,2606,21,Radio/Tv,Young Adult,Medium Exposure
35,Female,2,Own,Rich,Unknown,1592,12,Furniture/Equipment,Middle-Aged,Medium Exposure
33,Female,1,Rent,Unknown,Unknown,2186,15,Furniture/Equipment,Middle-Aged,Medium Exposure
42,Male,2,Own,Little,Little,4153,18,Furniture/Equipment,Middle-Aged,High Exposure
43,Male,2,Rent,Little,Little,2625,16,Car,Middle-Aged,Medium Exposure
44,Male,2,Own,Unknown,Unknown,3485,20,Car,Middle-Aged,Medium Exposure
42,Male,2,Free,Unknown,Unknown,10477,36,Car,Middle-Aged,High Exposure
40,Male,2,Rent,Unknown,Unknown,1386,15,Radio/Tv,Middle-Aged,Low Exposure
36,Male,3,Own,Little,Unknown,1278,24,Radio/Tv,Middle-Aged,Low Exposure
20,Male,3,Rent,Little,Little,1107,12,Radio/Tv,Young Adult,Low Exposure
24,Male,1,Own,Unknown,Little,3763,21,Car,Young Adult,Medium Exposure
27,Male,2,Own,Unknown,Moderate,3711,36,Education,Young Adult,Medium Exposure
46,Female,1,Own,Little,Unknown,3594,15,Car,Middle-Aged,Medium Exposure
33,Female,1,Own,Unknown,Moderate,3195,9,Car,Middle-Aged,Medium Exposure
34,Female,2,Own,Little,Unknown,4454,36,Radio/Tv,Middle-Aged,High Exposure
25,Female,1,Own,Little,Moderate,4736,24,Furniture/Equipment,Young Adult,High Exposure
25,Female,2,Own,Unknown,Moderate,2991,30,Radio/Tv,Young Adult,Medium Exposure
28,Male,2,Own,Rich,Unknown,2142,11,Business,Young Adult,Medium Exposure
31,Male,2,Rent,Little,Little,3161,24,Business,Middle-Aged,Medium Exposure
32,Female,3,Own,Little,Moderate,18424,48,Vacation/Others,Middle-Aged,High Exposure
32,Male,2,Own,Moderate,Unknown,2848,10,Car,Middle-Aged,Medium Exposure
68,Male,3,Own,Little,Little,14896,6,Car,Senior,High Exposure
33,Male,2,Own,Moderate,Little,2359,24,Furniture/Equipment,Middle-Aged,Medium Exposure
39,Male,3,Rent,Little,Little,3345,24,Furniture/Equipment,Middle-Aged,Medium Exposure
28,Female,2,Own,Little,Unknown,1817,18,Furniture/Equipment,Young Adult,Medium Exposure
37,Male,3,Own,Quite Rich,Unknown,12749,48,Radio/Tv,Middle-Aged,High Exposure
22,Female,2,Rent,Little,Little,1366,9,Radio/Tv,Young Adult,Low Exposure
30,Male,2,Rent,Little,Moderate,2002,12,Car,Young Adult,Medium Exposure
55,Male,2,Own,Little,Little,6872,24,Furniture/Equipment,Senior,High Exposure
46,Male,2,Own,Little,Little,697,12,Car,Middle-Aged,Low Exposure
21,Female,2,Rent,Little,Little,1049,18,Furniture/Equipment,Young Adult,Low Exposure
39,Male,2,Free,Little,Little,10297,48,Car,Middle-Aged,High Exposure
58,Male,2,Own,Unknown,Unknown,1867,30,Radio/Tv,Senior,Medium Exposure
43,Male,1,Own,Little,Little,1344,12,Car,Middle-Aged,Low Exposure
24,Male,1,Own,Little,Little,1747,24,Furniture/Equipment,Young Adult,Medium Exposure
22,Female,2,Own,Little,Moderate,1670,9,Radio/Tv,Young Adult,Medium Exposure
30,Male,2,Own,Little,Unknown,1224,9,Car,Young Adult,Low Exposure
42,Male,2,Own,Quite Rich,Unknown,522,12,Radio/Tv,Middle-Aged,Low Exposure
23,Female,2,Own,Little,Little,1498,12,Radio/Tv,Young Adult,Low Exposure
30,Male,3,Own,Moderate,Moderate,1919,30,Radio/Tv,Young Adult,Medium Exposure
28,Female,1,Own,Little,Rich,745,9,Radio/Tv,Young Adult,Low Exposure
30,Male,3,Rent,Little,Moderate,2063,6,Radio/Tv,Young Adult,Medium Exposure
42,Male,2,Free,Little,Moderate,6288,60,Education,Middle-Aged,High Exposure
46,Male,3,Own,Unknown,Unknown,6842,24,Car,Middle-Aged,High Exposure
45,Male,3,Own,Unknown,Unknown,3527,12,Car,Middle-Aged,Medium Exposure
31,Male,1,Own,Little,Unknown,1546,10,Car,Middle-Aged,Medium Exposure
31,Male,2,Own,Unknown,Unknown,929,24,Furniture/Equipment,Middle-Aged,Low Exposure
42,Male,1,Own,Little,Unknown,1455,4,Car,Middle-Aged,Low Exposure
46,Female,2,Rent,Little,Little,1845,15,Furniture/Equipment,Middle-Aged,Medium Exposure
30,Female,2,Own,Quite Rich,Moderate,8358,48,Car,Young Adult,High Exposure
30,Male,2,Free,Quite Rich,Little,3349,24,Furniture/Equipment,Young Adult,Medium Exposure
38,Male,3,Own,Unknown,Unknown,2859,12,Car,Middle-Aged,Medium Exposure
43,Male,1,Own,Little,Unknown,1533,18,Furniture/Equipment,Middle-Aged,Medium Exposure
31,Male,2,Own,Moderate,Unknown,3621,24,Radio/Tv,Middle-Aged,Medium Exposure
40,Male,0,Own,Little,Moderate,3590,18,Business,Middle-Aged,Medium Exposure
24,Male,2,Own,Little,Little,2145,36,Business,Young Adult,Medium Exposure
28,Female,2,Rent,Quite Rich,Moderate,4113,24,Car,Young Adult,High Exposure
26,Female,3,Own,Little,Unknown,10974,36,Furniture/Equipment,Young Adult,High Exposure
29,Female,2,Own,Little,Little,1893,12,Car,Young Adult,Medium Exposure
57,Female,3,Rent,Rich,Little,1231,24,Radio/Tv,Senior,Low Exposure
49,Male,1,Own,Unknown,Rich,3656,30,Radio/Tv,Middle-Aged,Medium Exposure
37,Male,1,Own,Little,Moderate,1154,9,Radio/Tv,Middle-Aged,Low Exposure
45,Male,1,Own,Little,Little,4006,28,Car,Middle-Aged,High Exposure
30,Male,2,Free,Moderate,Moderate,3069,24,Furniture/Equipment,Young Adult,Medium Exposure
30,Male,2,Rent,Little,Unknown,1740,6,Radio/Tv,Young Adult,Medium Exposure
47,Male,2,Own,Little,Moderate,2353,21,Car,Middle-Aged,Medium Exposure
29,Male,2,Own,Unknown,Unknown,3556,15,Car,Young Adult,Medium Exposure
35,Male,2,Own,Quite Rich,Unknown,2397,24,Radio/Tv,Middle-Aged,Medium Exposure
22,Male,1,Own,Little,Moderate,454,6,Repairs,Young Adult,Low Exposure
26,Female,2,Own,Unknown,Moderate,1715,30,Radio/Tv,Young Adult,Medium Exposure
23,Male,1,Own,Quite Rich,Moderate,2520,27,Radio/Tv,Young Adult,Medium Exposure
54,Female,3,Rent,Little,Unknown,3568,15,Radio/Tv,Senior,Medium Exposure
29,Male,2,Rent,Unknown,Unknown,7166,42,Radio/Tv,Young Adult,High Exposure
40,Male,1,Own,Little,Little,3939,11,Car,Middle-Aged,Medium Exposure
22,Male,2,Own,Moderate,Moderate,1514,15,Repairs,Young Adult,Medium Exposure
43,Male,1,Own,Little,Unknown,7393,24,Car,Middle-Aged,High Exposure
29,Female,0,Rent,Little,Little,1193,24,Car,Young Adult,Low Exposure
36,Male,2,Rent,Little,Little,7297,60,Business,Middle-Aged,High Exposure
33,Female,2,Own,Little,Unknown,2831,30,Radio/Tv,Middle-Aged,Medium Exposure
57,Female,1,Own,Quite Rich,Rich,1258,24,Radio/Tv,Senior,Low Exposure
64,Female,2,Own,Little,Moderate,753,6,Radio/Tv,Senior,Low Exposure
42,Male,2,Own,Unknown,Moderate,2427,18,Business,Middle-Aged,Medium Exposure
47,Male,1,Own,Little,Unknown,2538,24,Car,Middle-Aged,Medium Exposure
25,Male,2,Rent,Moderate,Moderate,1264,15,Car,Young Adult,Low Exposure
49,Male,2,Own,Little,Moderate,8386,30,Furniture/Equipment,Middle-Aged,High Exposure
33,Male,3,Rent,Little,Unknown,4844,48,Business,Middle-Aged,High Exposure
28,Female,3,Own,Moderate,Rich,2923,21,Car,Young Adult,Medium Exposure
26,Male,2,Own,Little,Little,8229,36,Car,Young Adult,High Exposure
30,Male,1,Own,Little,Unknown,2028,24,Furniture/Equipment,Young Adult,Medium Exposure
25,Female,2,Rent,Little,Little,1433,15,Furniture/Equipment,Young Adult,Low Exposure
33,Male,2,Own,Little,Rich,6289,42,Business,Middle-Aged,High Exposure
64,Female,2,Own,Moderate,Unknown,1409,13,Radio/Tv,Senior,Low Exposure
29,Male,3,Free,Little,Little,6579,24,Car,Young Adult,High Exposure
48,Male,1,Own,Little,Moderate,1743,24,Radio/Tv,Middle-Aged,Medium Exposure
37,Male,1,Own,Unknown,Unknown,3565,12,Education,Middle-Aged,Medium Exposure
34,Male,1,Own,Moderate,Unknown,1569,15,Radio/Tv,Middle-Aged,Medium Exposure
23,Male,1,Rent,Unknown,Little,1936,18,Radio/Tv,Young Adult,Medium Exposure
30,Male,3,Own,Little,Little,3959,36,Furniture/Equipment,Young Adult,Medium Exposure
50,Male,2,Own,Unknown,Unknown,2390,12,Car,Middle-Aged,Medium Exposure
31,Female,1,Own,Little,Unknown,1736,12,Furniture/Equipment,Middle-Aged,Medium Exposure
40,Male,3,Own,Little,Little,3857,30,Car,Middle-Aged,Medium Exposure
38,Male,2,Own,Little,Unknown,804,12,Radio/Tv,Middle-Aged,Low Exposure
23,Male,2,Free,Little,Little,1845,45,Radio/Tv,Young Adult,Medium Exposure
27,Male,2,Own,Moderate,Moderate,4576,45,Car,Young Adult,High Exposure
